tweet,abusive,hateful,offensive,disrespectful,fearful,normal,tweet_cleaned
good week/weekend. feel good cuz kitchen spic span!,0,0,0,0,0,1,good week weekend feel good cuz kitchen spic span
@user 9 10 times feminazi retards one bash men put forth allegations r try @url,0,0,0,0,0,1,times feminazi retards bash men put forth allegations try
matt trap faggot #ps4sharenn@url @url,0,1,1,1,1,1,matt trap faggot pssharennurl
@user @user told ching chong face? have.nhave someone come @url,0,0,1,0,0,1,told ching chong face havenhave someone come
@user thanks spic,0,1,1,0,0,0,thanks spic
haha fucking gimp. nnbetter average person ?nnnah man. sound like cunt. nnif yo @url,0,0,1,0,0,0,haha fucking gimp nnbetter average person nnah man sound like cunt nnif yo
twat? gary twat ,0,0,1,0,0,0,twat gary twat
@user youurre retarded,0,1,1,0,0,0,youurre retarded
man's cunt! sorry use word he's dead set cunt! @url,0,1,0,0,0,0,man cunt sorry use word he is dead set cunt
16: might g-gay like using labels we're people clothes!nme now: yeah i'm fucking faggot,0,0,0,0,0,1,might gay like using labels we are people clothesnme now yeah am fucking faggot
@user close norway one shithole countries?,0,0,1,0,0,0,close norway shithole countries
@user fuck faggot yote tweet,0,0,0,0,0,1,fuck faggot yote tweet
mean call faggot long continues give school money.. love,0,0,1,0,0,0,mean call faggot long continues give school money love
@user child murdering scumbag cunt worse still u fuckers supporting shame yous,0,0,1,0,0,0,child murdering scumbag cunt worse still fuckers supporting shame yous
@user shit piss fuck cunt cocksucker motherfucker tits fart turd twat delete bc obscene af,0,0,1,0,0,0,shit piss fuck cunt cocksucker motherfucker tits fart turd twat delete bc obscene af
a/b honor roll fs retarded,0,0,1,0,0,0,honor roll fs retarded
@user hotdog still retarded little brother fast food best ones la n. @url,0,0,1,0,0,0,hotdog still retarded little brother fast food best ones la
@user mean smart enough leave 3rd world shithole came credit cre @url,0,0,1,1,0,0,mean smart enough leave world shithole came credit cre
@user looked like twat anyways,0,0,1,0,0,0,looked like twat anyways
white folks fights public last dangerously long. like 10 minutes. nigger like see fights break ou @url,0,0,1,0,0,0,white folks fights public last dangerously long like minutes nigger like see fights break ou
cuz guess faggot made blue print,0,0,1,0,0,0,cuz guess faggot made blue print
right-wing conspiracy theorist said week's mail bombs 'leftists...going midterms' _ @url,0,0,0,0,0,1,right wing conspiracy theorist said week mail bombs leftists going midterms
oh fuck silly wetback cunt,1,0,0,1,0,0,oh fuck silly wetback cunt
i'm hole sir i'm faggot sir i'm clit sir i'm hole sir i'm faggot sir i'm clit sir i'm hole @url,0,0,1,0,1,0,am hole sir am faggot sir am clit sir am hole sir am faggot sir am clit sir am hole
new fuck boy anthem... late negro,0,0,1,0,0,0,new fuck boy anthem late negro
quentin tarantino studio greenlights every nigger put script. @url,1,0,1,1,1,1,quentin tarantino studio greenlights every nigger put script
get drunk feel retarded :/,0,1,0,1,0,0,get drunk feel retarded
getting illegal aliens stay home fear good first step. next hope move onto self-deporting @url,0,0,1,0,0,0,getting illegal aliens stay home fear good step next hope move onto self deporting
@user @user much wanna bet oil better year? put money mouth little twat tester,0,0,1,0,0,0,much wanna bet oil better year put money mouth little twat tester
@user well say faggot already,0,0,0,1,0,1,well say faggot already
democrats want give brett kavanaugh due proces rights want give illegal aliens possible due pr @url,0,0,1,0,0,0,democrats want give brett kavanaugh due proces rights want give illegal aliens possible due pr
fun fact: never life called spic wetback told go back came @url,0,1,0,0,0,1,fun fact never life called spic wetback told go back came
oh wants victims sit talk open conversation. twat. @url,1,0,1,0,0,0,oh wants victims sit talk open conversation twat
@user im waiting say nigger honestly,0,0,0,0,0,1,waiting say nigger honestly
@user really sudden unexpected give chance ching chong,0,0,1,0,0,0,really sudden unexpected give chance ching chong
@user love faggot,1,0,1,1,0,1,love faggot
imagine boyfriend blocking everything everytime goes out... weird cunt,0,0,1,0,0,0,imagine boyfriend blocking everything everytime goes out weird cunt
kenley jansen never touch baseball rest life... faggot,0,0,1,0,0,0,kenley jansen never touch baseball rest life faggot
happy happy birth death  sa aking ka forever jowa spic girl &amp; one @user  gotchu alw @url,0,0,1,0,0,0,happy happy birth death sa aking ka forever jowa spic girl amp gotchu alw
@user remind one dykes fuck around &amp; give fems std lol &amp; u gotta dirt @url,0,0,1,0,0,0,remind dykes fuck around amp give fems std lol amp got ta dirt
@user spic hear sargon talking first thing comes mind 65 year old british wom @url,0,0,1,0,0,0,spic hear sargon talking thing comes mind year old british wom
acting like faggot neva get back...,0,0,1,0,0,0,acting like faggot neva get back
@user @user @user fortunately give fuck think twat features. @url,0,0,1,0,0,0,fortunately give fuck think twat features
awful man faggot homophobe @url,1,1,0,0,0,0,awful man faggot homophobe
oh fuck cunt he's come back nasty injury scored twice leave lad alone mardy little non @url,0,0,1,0,1,0,oh fuck cunt he is come back nasty injury scored twice leave lad alone mardy little non
@user oh aint said nun word negro,0,1,1,0,0,0,oh ai nt said nun word negro
type ball playing nigger dont want around yo daughter nah @url,0,0,1,0,0,0,type ball playing nigger do nt want around yo daughter nah
@user wrong game retard,0,0,1,0,0,0,wrong game retard
remember ching chong hoe flexin years ago found fuckin smh,0,0,1,0,0,0,remember ching chong hoe flexin years ago found fuckin smh
somebody take nigger phone away @url,1,1,0,0,0,0,somebody take nigger phone away
stop watching sports faggot @url,0,0,1,0,0,0,stop watching sports faggot
@user hes cool hes retard sometimes,0,0,0,0,0,1,he cool he retard sometimes
hol up.. x famous weird kpop ching chong nighas like.. u cant even argue bro. even he's de @url,0,0,1,0,0,0,hol up famous weird kpop ching chong nighas like can not even argue bro even he is de
hobbies include table entertainment art dressing like dyke basketcase missing tpobaw,0,0,1,0,0,1,hobbies include table entertainment art dressing like dyke basketcase missing tpobaw
@user french retard,0,0,0,0,0,1,french retard
@user cal: see shithole countries running ruled demonrats! immigrants soon de @url,0,0,1,0,0,0,cal see shithole countries running ruled demonrats immigrants soon de
political alignment == musical merit wanna argue keep lil nigger lips shut @url,0,0,1,0,0,0,political alignment musical merit wanna argue keep lil nigger lips shut
@user @user raghead problem england. hows terrorist attacks?,0,1,1,0,0,0,raghead problem england how terrorist attacks
@user @user @user says refugees never committed terrorism us. @url,0,0,0,0,0,1,says refugees never committed terrorism us
fucking faggot @url,0,0,1,0,0,0,fucking faggot
get points faggot ahahah,1,0,0,1,0,0,get points faggot ahahah
@user @user chinese people using 400 year old french curses first generation irish immigrants telli @url,0,0,1,0,0,0,chinese people using year old french curses generation irish immigrants telli
orchestrated feminazis! christine ford feminazi lawyer mx katz ranking feminazi @user @url,0,0,1,0,0,0,orchestrated feminazis christine ford feminazi lawyer mx katz ranking feminazi
@user wow. remember tried spinning shithole countries people like nah okay. human garbage.,0,0,0,0,0,1,wow remember tried spinning shithole countries people like nah okay human garbage
@user sick mental retard. @url,0,0,1,0,0,0,sick mental retard
retard want take uk +25 hit line,0,0,1,0,0,0,retard want take uk hit line
helped bring alc ae pi party faggot trying kick out. i've less min. fa @url,0,0,1,0,0,0,helped bring alc ae pi party faggot trying kick out have less min fa
khadi blocked main account cause clocked dyke ass supporting xxxtentacion,0,0,1,0,0,0,khadi blocked main account cause clocked dyke ass supporting xxtentacion
hate walk past fellow nigger say wassup da head nod. where's unity bruh?,0,0,1,0,0,0,hate walk past fellow nigger say wassup da head nod where is unity bruh
@user retard fighting court pic..,0,0,1,0,0,0,retard fighting court pic
i'm dead i'm haunting faggot,0,0,1,0,0,0,am dead am haunting faggot
fuck navy shit bags twat coach. run real fucking offense 1934,0,0,1,0,0,0,fuck navy shit bags twat coach run real fucking offense
ignis scientia call retard,0,0,1,0,0,0,ignis scientia call retard
even mean means raised electronics worry getting shot school retard,1,0,0,1,0,0,even mean means raised electronics worry getting shot school retard
yeah leave alone faggot!!!!!! @url,0,1,0,0,0,0,yeah leave alone faggot
@user fuck joe.....thats retarded notion,1,0,1,0,0,0,fuck joe thats retarded notion
@user oh go. classic about.... think found leftist terrorist.,0,0,1,0,0,0,oh go classic about think found leftist terrorist
ching chong high af save,1,1,0,1,1,1,ching chong high af save
q gave us reddit refugees invite new home helped @url,0,0,1,0,0,0,gave us reddit refugees invite new home helped
@user @user funny use word terrorist way leftist extremism responsible murders?,0,0,1,0,0,0,funny use word terrorist way leftist extremism responsible murders
shut nigger @url,0,0,1,0,0,0,shut nigger
@user wait im racist shut nigger,0,1,0,0,0,0,wait racist shut nigger
could pompous arrogant twat ever run country? @url,0,1,0,0,0,1,could pompous arrogant twat ever run country
@user i'm old school. grew prejudice like this. pollack mick spic wop kik @url,0,0,1,0,0,0,am old school grew prejudice like this pollack mick spic wop kik
yale study undocumented immigrants - truth!,0,0,0,0,0,1,yale study undocumented immigrants truth
sissyslutfaggotbrendab: expose sissy #faggot #sissyexposure free to... @url,1,0,0,0,0,1,sissyslutfaggotbrendab expose sissy faggot sissyexposure free to
@user @user @user dont like trump always go back country guest,0,0,0,0,0,1,do nt like trump always go back country guest
@user illegal aliens voting.. (dems)loose power,0,1,1,1,1,1,illegal aliens voting demsloose power
@user @user @user oh y'all better tell faggot ass,0,1,1,0,0,0,oh you all better tell faggot ass
@user @user would win:n1 formerly lewd weeb trans grill 1 mongol steppe nomad,0,0,1,0,0,0,would win formerly lewd weeb trans grill mongol steppe nomad
@user @user @user stop attacking journalists science - shithole- countries p @url,0,0,1,1,0,0,stop attacking journalists science shithole countries
twat head @url,0,0,1,0,0,0,twat head
@user @user @user comedy spic,0,0,1,0,0,0,comedy spic
negro must forgotten hes tv criticize attack black people..... coon!? @url,0,0,1,0,0,0,negro must forgotten he tv criticize attack black people coon
@user @user bout responsibility provide every citizen every shithole country. fix @url,0,0,1,0,0,0,bout responsibility provide every citizen every shithole country fix
encourage y'all work yourselves. cause guy retarded bad things anytime wishes.,0,1,0,0,0,0,encourage you all work yourselves cause guy retarded bad things anytime wishes
lmao youre faggot pussy pluggin girls hella fat cuz cute,0,0,1,1,0,0,lmao you re faggot pussy pluggin girls hella fat cuz cute
change ur @user fucking mongoloid @user,1,0,0,1,0,0,change ur fucking mongoloid
@user @user retard,0,0,1,0,0,0,retard
sure toxic feminazi men rapists movement start? would help answer questio @url,0,1,1,1,1,1,sure toxic feminazi men rapists movement start would help answer questio
guy mentally retarded? @url,0,0,1,0,0,0,guy mentally retarded
goblin slayer fucking retarded,1,0,1,0,0,0,goblin slayer fucking retarded
person one say it. awful wetback spic ugh @url,0,1,1,0,0,0,person say it awful wetback spic ugh
ching chong 100,0,0,1,0,0,1,ching chong
@user @user @user show leftist terrorist attacks last two years. yet we've got mor @url,0,0,1,0,0,0,show leftist terrorist attacks last years yet we have got mor
@user feel retarded buying shit scythe acc &gt;.&lt;,0,0,1,0,0,0,feel retarded buying shit scythe acc gtlt
retard,0,0,1,0,0,0,retard
never called kike dirty jew @user began campaign. hateful rhetoric ha @url,0,1,0,0,0,1,never called kike dirty jew began campaign hateful rhetoric ha
werent ravens wouldve quit watching nigger felon league years ago,0,1,0,0,0,1,were nt ravens would ve quit watching nigger felon league years ago
cuban immigrant shithole country? cesar sayoc,0,0,0,1,0,0,cuban immigrant shithole country cesar sayoc
damn got called nigger today,0,0,0,0,0,1,damn got called nigger today
fuckin retard #logofftwitter @url,0,0,1,0,0,0,fuckin retard logofftwitter
scomo biggest faggot madden historyhe bashes everyone anything madden @url,0,0,1,0,0,0,scomo biggest faggot madden historyhe bashes everyone anything madden
@user @user @user lost raghead.,0,0,0,0,0,1,lost raghead
@user @user @user @user hildebrand twat pure simple.,0,0,1,0,0,0,hildebrand twat pure simple
@user wondering shithole country exports bone saws. need ask friend sone questions @url,1,0,0,1,0,0,wondering shithole country exports bone saws need ask friend sone questions
children outside car saying fuck calling kid school faggot. right front mother i' @url,1,0,1,1,1,1,children outside car saying fuck calling kid school faggot right front mother
@user we're it. prepare accordingly. we'll come retarded marxist tailspin we're - @url,0,0,1,0,0,0,we are it prepare accordingly we will come retarded marxist tailspin we are
@user @user @user finally people waking up. illegal immigrants may new voting bl @url,0,0,1,0,0,0,finally people waking up illegal immigrants may new voting bl
another shooting. nit even surprise anymore shithole country values guns @url,0,0,0,0,0,1,another shooting nit even surprise anymore shithole country values guns
issue refugees must resolved 7 years ago way wise policies countries libya syria yemen @url,0,0,0,0,0,1,issue refugees must resolved years ago way wise policies countries libya syria yemen
 either crazy retarded thin line separates could ,0,0,0,0,0,1,either crazy retarded thin line separates could
number illegal aliens twice reported bydemocrats?,0,0,0,0,0,1,number illegal aliens twice reported bydemocrats
clearly heard 21 savage feature uncultured retard. @url,0,0,1,0,0,0,clearly heard savage feature uncultured retard
going fasting tomorrow next day im fat cunt,1,1,0,1,1,1,going fasting tomorrow next day fat cunt
@user @user sorry. live there. complete leftist nut job could wrong. @url,0,0,1,0,0,0,sorry live there complete leftist nut job could wrong
@user @user almost mueller time shithole (term used referring 3rd world countries)!!!,0,0,1,0,0,1,almost mueller time shithole term used referring world countries
ratted thing worse faggot,0,0,0,0,0,1,ratted thing worse faggot
@user y'all mfs really retarded,0,0,1,0,0,0,you all mfs really retarded
@user @user paul even made video retard.,0,0,1,0,0,0,paul even made video retard
want u know theres faggot ass army halloween party hope chokes piece chocolate,0,0,1,0,0,0,want know there faggot ass army halloween party hope chokes piece chocolate
@user @user think called hyojin chinese mongol something lol you?,0,0,1,0,0,0,think called hyojin chinese mongol something lol you
swear people retarded point let explain go fuck @url,0,0,1,0,0,0,swear people retarded point let explain go fuck
rondo got retarded,0,0,1,0,0,0,rondo got retarded
like @user passengers tonight kept saying faggot/fag/queers even aske @url,0,0,0,0,1,1,like passengers tonight kept saying faggot fag queers even aske
@user @user @user also kennewick man washington state. time period. definitely mongoloid.,0,0,1,0,0,0,also kennewick man washington state time period definitely mongoloid
@user @user @user @user omfg. know apparently. retard thr @url,0,0,1,0,0,0,omfg know apparently retard thr
@user @user @user @user inels appear npc retarded meme.,0,1,1,0,0,0,inels appear npc retarded meme
lynching! wait. ok lynching deep state feminazi conspiracy! yeah that's it.,1,1,0,0,0,0,lynching wait ok lynching deep state feminazi conspiracy yeah that is it
soppy cunt. @url,0,0,1,0,0,0,soppy cunt
faggot drained point offer 1 dollar  #findom #cashfag #humanatm @url,0,0,1,0,0,0,faggot drained point offer dollar findom cashfag humanatm
@user said group message called basically retarded ain't even dodgers fan lol. simple,1,1,1,0,1,1,said group message called basically retarded is not even dodgers fan lol simple
lagged yo chill faggot fucking hell lol. killing ,0,0,1,0,0,0,lagged yo chill faggot fucking hell lol killing
@user fucked cunt,0,0,1,0,0,0,fucked cunt
@user good job bantu ass bet retarded even know that.,0,0,1,0,0,0,good job bantu ass bet retarded even know that
happy birthday talented mongol!! wish best miss u yie tc gbua  @user,0,0,0,0,0,1,happy birthday talented mongol wish best miss yie tc gbua
olivia fucking retard everybody saw video already we-,1,1,1,1,0,1,olivia fucking retard everybody saw video already we
@user @user nothing retarded it. love caposa agree opinions da @url,0,0,1,0,0,0,nothing retarded it love caposa agree opinions da
@user i'm retarded thought fucking cabbage,0,0,1,0,0,0,am retarded thought fucking cabbage
@user say nigger text chat everyone getting banned say word nibba,0,0,1,0,0,0,say nigger text chat everyone getting banned say word nibba
mdrn world hs frame. whoevr dont suit frame bigot.dis intellectual terrorism n victims wudnt even knw r victim.,0,0,1,0,0,0,mdrn world hs frame whoevr do nt suit frame bigotdis intellectual terrorism victims wudnt even knw victim
@user needs remind @user one million polish immigrants flooded britain sent 23 bill @url,0,0,1,0,0,0,needs remind polish immigrants flooded britain sent bill
trump: ... african-americans come shithole countries mexicans rapists murderers good @url,1,1,0,0,0,0,trump african americans come shithole countries mexicans rapists murderers good
cunt. @user report blasphemy? @user @url,0,0,1,0,0,0,cunt report blasphemy
way people stop massacre shooting future getting rid trump retard cult-follo @url,1,1,0,0,0,0,way people stop massacre shooting future getting rid trump retard cult follo
@user thoughts prayers lol got fired house negro position,0,0,1,0,0,0,thoughts prayers lol got fired house negro position
#ugandan government warned people ( foreign spies ) disguise refugees undermine security c @url,0,0,1,0,0,0,ugandan government warned people foreign spies disguise refugees undermine security
reading twat #adrianbot,0,0,1,0,0,0,reading twat adrianbot
cancer fucking cunt,0,0,1,0,1,0,cancer fucking cunt
decency left shithole country richard spencer able stick hand @url,1,1,1,0,1,1,decency left shithole country richard spencer able stick hand
i'm retard. yes exist yes,0,0,1,1,0,0,am retard yes exist yes
@user he's even fucking funny mcing subpar i'd rather listen plunger toilet tbqh bland twat,0,1,0,1,0,0,he is even fucking funny mcing subpar would rather listen plunger toilet tbqh bland twat
remember time trump referred haiti african nations shithole countries? #itmfa,0,0,0,0,1,1,remember time trump referred haiti african nations shithole countries itmfa
@user fucking invited twice mongoloid,0,0,1,0,0,0,fucking invited twice mongoloid
bro ! tweeted caught. border line retard conned fedsnn@url,0,0,0,0,0,1,bro tweeted caught border line retard conned fedsnnurl
go crazy spic look like name would vanessa hoops..,0,0,1,0,0,0,go crazy spic look like name would vanessa hoops
@user @user @user dont come australian servers ching chong,0,0,1,0,0,0,do nt come australian servers ching chong
amazing america called melting pot can't female president shithole countries can... hmm @url,0,0,0,0,0,1,amazing america called melting pot can not female president shithole countries can hmm
randalicious retard,0,0,1,0,0,0,randalicious retard
@user @user white privilege dufas everyone saying okay white keep sherlock,0,0,1,0,0,0,white privilege dufas everyone saying okay white keep sherlock
@user @user @user detect retard @url,0,0,1,0,0,0,detect retard
kanye dude wtf ching chong shit @url,0,0,1,1,0,0,kanye dude wtf ching chong shit
@user extri spic,0,1,0,0,0,0,extri spic
@user i'm retarded,0,0,1,0,0,0,am retarded
leftists stop sending gifs movie reference dont get twat shrugging shoulders. @url,0,1,0,0,0,0,leftists stop sending gifs movie reference do nt get twat shrugging shoulders
retarded political goons  please research fake propaganda. people rejects desperat @url,1,1,1,1,1,0,retarded political goons please research fake propaganda people rejects desperat
like china disgusting ching chong country @url,0,0,0,0,0,1,like china disgusting ching chong country
wow @user fucking retard @url,0,0,1,0,0,0,wow fucking retard
spic queens tryna go live rancho run drug smuggling operation w,0,0,0,0,0,1,spic queens tryna go live rancho run drug smuggling operation
neophyte nigger: nonsupervisory yet roving,0,1,0,1,0,0,neophyte nigger nonsupervisory yet roving
nothing would make happier video coming cunt shot sleeps. shocking wast @url,0,0,0,0,0,1,nothing would make happier video coming cunt shot sleeps shocking wast
@user hope not. twat tried saying fixed dodgers would win 7.,0,0,1,0,0,0,hope not twat tried saying fixed dodgers would win
@user know aint talmbout spic @url,0,0,1,0,0,0,know ai nt talmbout spic
@user @user @user @user russia could become civilized mongol hordes invaded.,0,0,1,0,0,0,russia could become civilized mongol hordes invaded
i'll take rise body pillow exchangenngo hell u fuckin faggot,0,1,0,0,1,0,will take rise body pillow exchangenngo hell fuckin faggot
moviereal woman curves ana represents new ideas beliefs children immigrants bu @url,0,0,0,0,0,1,moviereal woman curves ana represents new ideas beliefs children immigrants bu
twat wasted time. good work ethic get job let alone try supervisor wtf,0,1,0,0,0,0,twat wasted time good work ethic get job let alone try supervisor wtf
fat mongy mess today ,0,1,1,1,1,1,fat mongy mess today
#taylorgangor get ur teeth fixed dr. faggot,0,0,1,0,0,0,taylorgangor get ur teeth fixed dr faggot
@user ching chong daddy dude.,1,0,1,0,0,0,ching chong daddy dude
@user harry im moving london tuesday 25th welcome go back country around day @url,0,1,0,0,0,1,harry moving london tuesday welcome go back country around day
oh dear mongol hordes sweeping south rape pillage sack capital. save us great @url,0,0,0,1,0,1,oh dear mongol hordes sweeping south rape pillage sack capital save us great
literally got ding dong ditched likely 12 year old faggot thats cracking right jake paul apparel,0,1,0,1,0,0,literally got ding dong ditched likely year old faggot that cracking right jake paul apparel
@user wouldnt surprised find 3rd party. make movies kind plot. raghead plac @url,0,1,1,0,0,0,would nt surprised find party make movies kind plot raghead plac
u see colonialism right?? i'd blast writing vmin getting lost mongol shobhajatra ppl w @url,0,0,0,0,0,1,see colonialism right would blast writing vmin getting lost mongol shobhajatra ppl
note : talking refugees,0,0,1,0,0,0,note talking refugees
@user @user @user ft mongoloid,0,0,1,0,0,0,ft mongoloid
savannah ga ... catching charges since 13 negro.,0,0,0,0,0,1,savannah ga catching charges since negro
@user @user think there's 1 leftist terrorist.nyou're data scientists better.,0,1,0,1,0,0,think there is leftist terroristnyoure data scientists better
especially feeling saebom evening... baby i'm faggot :/,1,1,0,1,1,1,especially feeling saebom evening baby am faggot
@user folks would use slur raghead demean everyone middle east? yes think might be.,1,0,1,1,1,1,folks would use slur raghead demean everyone middle east yes think might be
countries refugees come send spies disguised refugees gather intelligence ki @url,0,0,0,0,0,1,countries refugees come send spies disguised refugees gather intelligence ki
@user @user @user @user stop eating shit better health.n#mongol,0,0,1,0,0,0,stop eating shit better healthnmongol
@user faggot adhd sound like gay. 1v1 playground.,0,0,0,0,0,1,faggot adhd sound like gay playground
@user absolute twat,0,0,1,0,0,0,absolute twat
stan twitter thinks they're funny making jokes x's death . surpised ching chong junior dies @url,0,0,1,0,0,0,stan twitter thinks they are funny making jokes death surpised ching chong junior dies
@user - virtue signaling retard comprehend term intent @url,0,0,1,0,0,0,virtue signaling retard comprehend term intent
lmfao.. somebody get negro seat. @url,0,0,0,0,0,1,lmfao somebody get negro seat
imagine getting called retarded president twitter. @url,0,0,0,0,0,1,imagine getting called retarded president twitter
@user @user @user silly cunt ,0,0,1,1,0,0,silly cunt
haha thought filipinos hispanic. filipinos dont ching chong eyes? (proceeds squint eyes) @url,0,0,1,0,0,0,haha thought filipinos hispanic filipinos do nt ching chong eyes proceeds squint eyes
@user stop giving twat attention. obvious clout chasing,0,1,1,0,0,0,stop giving twat attention obvious clout chasing
@user @user losing teeth today cunt  address everywhere  ,0,1,0,0,0,0,losing teeth today cunt address everywhere
guys retarded,0,0,1,0,0,0,guys retarded
@user humour female retard get tho,1,0,1,1,1,1,humour female retard get tho
psst hey..... look now... children refugees asylum seekers still 'gulags' right ;) @url,0,0,1,0,0,0,psst hey look now children refugees asylum seekers still gulags right
exams passed collage thank fuck never go mongy place cheeky pay rise @url,0,1,1,1,1,1,exams passed collage thank fuck never go mongy place cheeky pay rise
piers morgan fucking faggotnwe know thisnjust point n laugh,0,1,0,0,0,0,piers morgan fucking faggotnwe know thisnjust point laugh
murderer president?!?!? nnhas president murdered anyone?nnyou're mentally retarded need eva @url,0,0,1,0,0,0,murderer president nnhas president murdered anyonennyoure mentally retarded need eva
worship.....but worshipnnspecial retard one  @url,0,0,1,0,0,0,worship but worshipnnspecial retard
@user shut grand ol negro,0,0,1,0,0,0,shut grand ol negro
hope retard gta nerds switch rdr2 multiplayer comes,0,0,1,0,0,0,hope retard gta nerds switch rdr multiplayer comes
@user seeking support filmaker story negro yangaleader forgered revolt first black town free slaver @url,0,0,1,0,0,0,seeking support filmaker story negro yangaleader forgered revolt black town free slaver
@user @user european currently live europe. indeed shithole guess sl @url,0,0,1,0,0,0,european currently live europe indeed shithole guess sl
@user faggot cunt,1,1,0,0,0,0,faggot cunt
@user @user ones higher us shithole countries. uks france germany's @url,0,0,1,0,0,0,ones higher us shithole countries uks france germany
dark mongoloid front get get close slightly left @url,0,0,1,0,0,0,dark mongoloid front get get close slightly left
@user since obama took office illegal aliens innocent proven guilty. let go welfare benefits.,0,0,1,0,0,0,since obama took office illegal aliens innocent proven guilty let go welfare benefits
@user shut fuck retard,0,0,1,0,0,0,shut fuck retard
@user @user retweeted tweet replied retweet i've tagged entire time retard,0,0,1,0,0,0,retweeted tweet replied retweet have tagged entire time retard
@user looks exact pictures looks like twat trying look sexy,0,0,1,0,0,0,looks exact pictures looks like twat trying look sexy
caravan caravan ? another failed attempt leftists bring illegal aliens e.g. undocumented democrats @url,0,0,1,0,0,0,caravan caravan another failed attempt leftists bring illegal aliens eg undocumented democrats
mongol bros would made fun virgin cause would refused rape pillaging villages,0,0,1,0,0,0,mongol bros would made fun virgin cause would refused rape pillaging villages
drunk texters retarded lol,0,0,0,0,0,1,drunk texters retarded lol
faggot looks like walking hiv @url,1,0,1,1,1,1,faggot looks like walking hiv
drives off. twat. @url,0,0,1,0,0,0,drives off twat
ghiblimix still corner shame like fuk tht spic,0,0,1,0,0,0,ghiblimix still corner shame like fuk tht spic
keep mind im negro open mind come ah screen door,1,1,1,0,0,1,keep mind negro open mind come ah screen door
course dirty dems favorite feminazi domestic terrorist! anarchist riot would survive without witch. @url,0,0,1,0,0,0,course dirty dems favorite feminazi domestic terrorist anarchist riot would survive without witch
hidious cunt _ wanna know haters fuckhead number 1 @url,0,0,1,0,0,0,hidious cunt wanna know haters fuckhead number
retard triggered fire alarm 2 morning....,0,0,1,0,0,0,retard triggered fire alarm morning
@user taxes pay clear air mongoloid trees free,0,0,1,0,0,0,taxes pay clear air mongoloid trees free
@user @user @user 10649194697 responses thread got retarded lmao,0,0,1,0,0,0,responses thread got retarded lmao
notice fucking looks pearce's foot sizes step. whatta cunt. get fuckhead outta mlb. @url,0,0,1,0,0,0,notice fucking looks pearce foot sizes step whatta cunt get fuckhead outta mlb
@user still live there? every city sa informal settlements/ shacks common shithole countries.,0,0,1,0,0,0,still live there every city sa informal settlements shacks common shithole countries
old dyke buying drink ,1,0,0,1,0,0,old dyke buying drink
@user wait ching chong named doyoung uwu,0,0,1,0,1,0,wait ching chong named doyoung uwu
@user deff nigger wine,0,1,1,0,0,0,deff nigger wine
@user can't serious! daddy's fault twat. living lala land. make sick. #fucktrumps,0,1,0,0,0,0,can not serious daddy fault twat living lala land make sick fucktrumps
call ching chong gay shit #artwork #china @url,0,0,0,0,0,1,call ching chong gay shit artwork china
anyone else larping retard whole time haha right guys,0,0,0,0,0,1,anyone else larping retard whole time haha right guys
finally japanese songs longer typical ching chong sound,0,0,1,0,0,0,finally japanese songs longer typical ching chong sound
@user @user @user would saying retarded stuff like shooting occurred mosque? doubtful. w @url,0,0,1,0,0,0,would saying retarded stuff like shooting occurred mosque doubtful
@user @user quote okay white. got mad bc 1) co @url,0,1,1,1,1,1,quote okay white got mad bc co
@user @user lives hollywood works buzzfeed; shocked combination produces mongoloid?,0,0,1,0,0,0,lives hollywood works buzzfeed shocked combination produces mongoloid
@user @user let's revisit shall we...she brought liberals brought feminazi's @url,0,0,1,0,0,0,let us revisit shall we she brought liberals brought feminazi
@user faggot.,0,1,0,0,0,1,faggot
@user @user both. skilled human driver save retarded ai job yet. com @url,0,0,1,0,0,0,both skilled human driver save retarded ai job yet com
banter excuse 14-year old boy uses twat class. @url,0,0,1,0,0,0,banter excuse year old boy uses twat class
@user hire instead retard dave roberts @url,1,0,0,1,0,0,hire instead retard dave roberts
@user @user @user say mongol mouth?,0,1,1,0,0,0,say mongol mouth
@user @user @user they're really bypassing one country indonesia shithole @url,0,1,0,1,0,0,they are really bypassing country indonesia shithole
use word nigger @url,0,0,1,0,0,0,use word nigger
tune facebook live video got cussed slam out. called faggot. also told suck @url,0,0,1,0,0,0,tune facebook live video got cussed slam out called faggot also told suck
@user @user @user rest country give fuck london shithole,0,1,1,0,0,0,rest country give fuck london shithole
dope new gospel - lighter flick. soul beat. win. fire already. keep mind i'm negro / open min @url,0,0,0,0,0,1,dope new gospel lighter flick soul beat win fire already keep mind am negro open min
grandma called faggot today that's new low,1,1,1,1,0,1,grandma called faggot today that is new low
fuck zombie apocalypse never gonna happen! ni'm worried 'thick cunt' apocalypse already upon us!,0,1,0,0,0,0,fuck zombie apocalypse never gon na happen nim worried thick cunt apocalypse already upon us
know negro tight leash. hes hoping score coon points maga gets busted. @url,0,0,1,0,0,0,know negro tight leash he hoping score coon points maga gets busted
royal right i'm retarded,0,0,1,0,0,0,royal right am retarded
@user like toothpaste even urethra. toothpaste makes squirm urethra makes dick cunt :),0,0,0,1,0,1,like toothpaste even urethra toothpaste makes squirm urethra makes dick cunt
@user went full retard never go full retard @url,0,0,0,0,0,1,went full retard never go full retard
@user even shadilay active lol faggot,0,0,1,0,1,0,even shadilay active lol faggot
