tweet,abusive,hateful,offensive,disrespectful,fearful,normal,tweet_cleaned,tweet_length
twat.,1,0,0,0,1,0,twat,1
soppy cunt. @url,0,0,1,0,0,0,soppy cunt,2
goddess wants goddess gets good pig faggot @user went biggest. good job faggot! 50000l @url,0,0,1,0,0,0,goddess wants goddess gets good pig faggot went biggest good job faggot,12
wealthy would-be immigrants told lie assets intentions  even identity | cbc news @url,0,0,0,0,0,1,wealthy would be immigrants told lie assets intentions even identity cbc news,12
@user stupid cunt.,1,0,0,1,0,0,stupid cunt,2
send africa... soon @url,0,0,1,0,0,0,send africa soon,3
@user it;s different saying dur dur durrrrr mock mentally challenged people 'ching chong ch @url,0,0,1,0,0,0,its different saying dur dur durr mock mentally challenged people ching chong ch,13
ace come yo mad spic ass @url,0,0,1,0,0,0,ace come yo mad spic ass,6
cuz guess faggot made blue print,0,0,1,0,0,0,cuz guess faggot made blue print,6
god bless illegal aliens!,0,1,1,0,0,0,god bless illegal aliens,4
@user @user aye spic promo,0,0,1,0,0,0,aye spic promo,3
@user ching chong music owo,0,0,1,0,0,0,ching chong music owo,4
u cheat tourney ur basically massive faggot,0,0,1,0,0,0,cheat tourney ur basically massive faggot,6
msmntrump nazi jew killer. nthey gone full retard.,0,0,0,0,0,1,msmntrump nazi jew killer nthey gone full retard,8
me: hnoomf: retweet last tweet faggot @url,0,0,1,0,0,0,me hnoomf retweet last tweet faggot,6
@user @user @user cool next time shithole country issue internal strife. le @url,0,0,1,0,0,0,cool next time shithole country issue internal strife le,9
@user @user sick little cunt,0,0,1,0,0,0,sick little cunt,3
@user right $1 retard got fucking live support,0,0,1,0,0,0,right retard got fucking live support,6
illegal organ harvesting rampant egypt refugees main target @url #africa #egypt #middleeast,0,1,0,0,0,1,illegal organ harvesting rampant egypt refugees main target africa egypt middleeast,11
keep get horse full armour let's us commoners twat shit mace!! @url,0,0,1,0,0,0,keep get horse full armour let us us commoners twat shit mace,12
ted canadian cuban father wanted hunt 12 million immigrants deport solution lol fuck ted cruz,0,0,1,0,0,0,ted canadian cuban father wanted hunt immigrants deport solution lol fuck ted cruz,13
@user @user mc raghead million times better,0,0,0,0,0,1,mc raghead times better,4
really hot cock! need cock sissy faggot mouth ass! @url,0,0,1,0,0,1,really hot cock need cock sissy faggot mouth ass,9
@user absolute twat,0,0,1,0,0,0,absolute twat,2
gotta mongoloid ask question. trolling. either way. ain't chief @url,0,0,1,0,0,0,got ta mongoloid ask question trolling either way is not chief,11
k im done one use word spooky anymore retarded,0,0,1,0,0,0,done use word spooky anymore retarded,6
yeah would def call spic @url,0,0,1,0,0,0,yeah would def call spic,5
ive seriously never seen bigger faggot pewwi,1,0,0,1,0,0,ve seriously never seen bigger faggot pewwi,7
cunt pumpkin picking?,0,0,1,0,0,0,cunt pumpkin picking,3
illegal aliens voting elections @url,0,1,0,0,0,1,illegal aliens voting elections,4
@user @user also answered retard question u like cos hurts little wig @url,1,1,1,1,0,1,also answered retard question like cos hurts little wig,9
no. what's shameful mother raised retard. @url,0,1,1,0,0,0,no what is shameful mother raised retard,7
u absolute mongy dongy doo face,1,0,0,1,0,0,absolute mongy dongy doo face,5
@user pussy wetter back spic,0,0,1,0,0,0,pussy wetter back spic,4
@user okay asked reply retard,0,0,1,0,0,0,okay asked reply retard,4
mean.... shithole country? @url,0,0,1,0,0,0,mean shithole country,3
might ugly least aint retarded lol jokes u,0,0,1,0,0,0,might ugly least ai nt retarded lol jokes,8
fag tax friday faggot. who's serving size 11s @url,0,0,1,0,0,0,fag tax friday faggot who is serving size,8
@user look like said faggot shit like dat,0,1,0,1,0,0,look like said faggot shit like dat,7
@user @user people caravan sold bill goods escape shithole countries. @url,0,0,0,0,0,1,people caravan sold bill goods escape shithole countries,8
@user turning great country one shithole countries. @url,0,0,1,1,0,0,turning great country shithole countries,5
day's end mine spic &amp; span clean.  @url,0,0,1,0,0,0,day end mine spic amp span clean,7
sign sexy dreamy cunt already @url,0,1,0,0,0,1,sign sexy dreamy cunt already,5
@user crusader mongol?,0,0,1,0,0,0,crusader mongol,2
@user @user @user @user @user @user fat retard gon win dis money big mac ,0,0,1,0,0,0,fat retard gon win dis money big mac,8
fuckin retard #logofftwitter @url,0,0,1,0,0,0,fuckin retard logofftwitter,3
idgaf talk  talk motherfuccin self .. bitch i'm retarded ,0,0,1,0,0,0,idgaf talk talk motherfuccin self bitch am retarded,8
dave roberts retarded @url,1,1,0,1,1,1,dave roberts retarded,3
@user wouldnt surprised find 3rd party. make movies kind plot. raghead plac @url,0,1,1,0,0,0,would nt surprised find party make movies kind plot raghead plac,11
@user @user @user come randy get speed dead raghead reporter last year's news mov @url,0,0,1,0,0,0,come randy get speed dead raghead reporter last year news mov,11
@user @user shut faggot,1,1,0,0,0,0,shut faggot,2
@user feminazis scaring away decent men. soon nobody want anything w @url,0,0,1,0,0,0,feminazis scaring away decent men soon nobody want anything,9
@user @user @user @user @user third world shithole compared western countries,0,0,1,0,0,0,world shithole compared western countries,5
@user man hater feminazi,0,1,0,0,0,0,man hater feminazi,3
@user @user nobody likes ching chong group,0,1,1,0,0,0,nobody likes ching chong group,5
good name manchester utd full fume hairy hands @user mongy burk.,1,1,1,0,1,1,good name manchester utd full fume hairy hands mongy burk,10
@user @user i'm jump tonight need talk sick cunt,0,0,1,0,0,0,am jump tonight need talk sick cunt,7
@user @user care religion he's twat little girl @url,0,0,1,0,0,0,care religion he is twat little girl,7
dave galactic faggot,1,1,1,1,1,0,dave galactic faggot,3
mongol kid &amp; camel.. loving life!!  @url,0,0,0,1,0,1,mongol kid amp camel loving life,6
@user @user @user @user bwaaaahaahaa  pure comedy gold 15 year old twat thought @url,0,0,1,0,0,0,bwaahaahaa pure comedy gold year old twat thought,8
retard _ stop sending slurs ! @url,0,0,1,0,0,0,retard stop sending slurs,4
son amazing l can't believe l purpose. l thought retarded get strap @url,0,0,1,0,0,0,son amazing can not believe purpose thought retarded get strap,10
@user happy birthday faggot,1,0,0,0,0,1,happy birthday faggot,3
vote bring back word retard @url,0,0,0,1,0,1,vote bring back word retard,5
@user thats spelt movie quoting retard,0,0,1,0,0,0,that spelt movie quoting retard,5
@user @user gonna great chinaman.,0,0,1,0,0,0,gon na great chinaman,4
representative shithole countries man tremendous courage grit may someday recognized right-side-up song girls,0,0,1,0,0,0,representative shithole countries man tremendous courage grit may someday recognized right side up song girls,15
call ching chong gay shit #artwork #china @url,0,0,0,0,0,1,call ching chong gay shit artwork china,7
@user cheating cunt,1,1,0,0,0,0,cheating cunt,2
let's get weeb ching chong anime melonpan read @url,0,0,1,0,0,0,let us get weeb ching chong anime melonpan read,9
weapon war retard shoot glock fast armalite rifle (ar). @url,0,0,1,0,0,0,weapon war retard shoot glock fast armalite rifle ar,9
@user evidence shithole country land &amp; going leave evidence sacred rivers lakes oc @url,0,0,1,0,0,1,evidence shithole country land amp going leave evidence sacred rivers lakes oc,12
@user talkin likes negro big niggas chicken waffles lives least fam,0,0,1,0,0,0,talkin likes negro big niggas chicken waffles lives least fam,10
shut fat sweaty mongoloid. never get higher d. - stan #southpark,0,1,0,0,0,1,shut fat sweaty mongoloid never get higher stan southpark,9
dyke offensive gay community. #themoreyouknow,0,0,1,0,0,0,dyke offensive gay community themoreyouknow,5
@user twat!! anymore questions ?,0,0,0,0,1,0,twat anymore questions,3
@user there's unfollow button queer cunt one asked read bitch boy,0,0,1,0,0,0,there is unfollow button queer cunt asked read bitch boy,10
@user okay white like okay blackbrown yellow#,0,0,1,0,0,0,okay white like okay blackbrown yellow,6
@user ching chong ching chong rng lost g2 lets flame ching chong ching chong ,0,0,0,1,0,0,ching chong ching chong rng lost lets flame ching chong ching chong,12
#clocksback cunt insomnia......don't poke bear today @url,1,1,0,1,1,1,clocksback cunt insomnia dont poke bear today,7
@user boy child slave looking ass unfunny spic ass beaner ass ass titty sucking unfunny gook ass @url,1,1,0,0,0,0,boy child slave looking ass unfunny spic ass beaner ass ass titty sucking unfunny gook ass,16
@user check discord retard,0,0,1,0,0,0,check discord retard,3
@user @user bet legend make edit negro getting bodied,1,0,1,0,0,0,bet legend make edit negro getting bodied,7
act normal girls notice me. act retarded girls think i'm retarded that's skill @url,0,0,1,0,0,0,act normal girls notice me act retarded girls think am retarded that is skill,14
@user @user @user 2/ boycott @user @user @user @user @user @user @url,0,0,1,0,0,0,boycott,1
moji spic picture,0,0,0,0,0,1,moji spic picture,3
@user check twat. @url,0,0,1,0,0,0,check twat,2
fuck turn weird cunt tell daughter go make friends mongy bitch @url,0,0,1,0,0,0,fuck turn weird cunt tell daughter go make friends mongy bitch,11
@user bout mexico's sending best people fine people sides shithole countries ..... yeah.,0,1,1,0,0,0,bout mexico sending best people fine people sides shithole countries yeah,11
@user never okay white even thinking making poll,0,0,1,0,0,0,never okay white even thinking making poll,7
people. go stop illegal aliens votes,0,0,0,0,0,1,people go stop illegal aliens votes,6
@user cunt god,0,0,1,0,0,0,cunt god,2
negro aint bars idk @url,0,1,1,1,1,1,negro ai nt bars idk,5
@user failing condemn???? actively promoting bigotry! terms shithole countries ring @url,0,1,0,0,0,1,failing condemn actively promoting bigotry terms shithole countries ring,9
ching chong ching chong speak english go back country,0,0,1,0,0,0,ching chong ching chong speak english go back country,9
wetback spic.. come racists. better that. offend offend people. @url,0,0,1,0,0,1,wetback spic come racists better that offend offend people,9
@user oh hell no! i'm saving dollars help build wall protect us rapey killer illegal aliens!,1,1,0,0,0,0,oh hell no am saving dollars help build wall protect us rapey killer illegal aliens,15
never related lyric song well maybe i'm faggot america i'm part redneck agenda,0,0,1,0,0,0,never related lyric song well maybe am faggot america am part redneck agenda,13
i'm ur motivation twat @url,1,0,0,0,1,0,am ur motivation twat,4
@user canada country old immigrants mixing new immigrants families everywhere try @url,0,1,0,0,0,1,canada country old immigrants mixing new immigrants families everywhere try,10
charming man smiths hits place i'm think morrissey twat.,0,0,0,0,0,1,charming man smiths hits place am think morrissey twat,9
@user nigger,0,1,0,0,0,0,nigger,1
@user twat white house,0,0,0,0,0,1,twat white house,3
yeah thats going help! talk retarded. want swarm violent morons storm j @url,0,0,1,0,0,0,yeah that going help talk retarded want swarm violent morons storm,11
cunt ticks worst boxes. bow hunter- baits animals fingers raised number 1 killing @url,1,0,1,0,0,0,cunt ticks worst boxes bow hunter baits animals fingers raised number killing,12
sometimes talk right blessing. thats negro blocked @url,0,1,0,0,0,0,sometimes talk right blessing that negro blocked,7
fucking twat waffle  @url,1,0,1,0,0,0,fucking twat waffle,3
@user dm fucking retard,0,0,1,0,0,0,dm fucking retard,3
@user translation non ching chong ppl,0,0,1,0,0,0,translation non ching chong ppl,5
@user @user true. care illegal aliens muslims. anyone americans.,0,1,1,0,0,0,true care illegal aliens muslims anyone americans,7
@user twat,0,0,1,1,0,0,twat,1
fire gay bashing nazi cunt ruining roulet district gund cunts,0,0,0,0,1,1,fire gay bashing nazi cunt ruining roulet district gund cunts,10
actually called dirty jew,0,1,1,0,0,0,actually called dirty jew,4
never go full retard. @url,0,0,1,0,0,0,never go full retard,4
@user exactly bro best faggot ,0,0,1,0,0,0,exactly bro best faggot,4
got called nigger 3rd time week already started lol yall wild,0,0,1,0,0,0,got called nigger time week already started lol all wild,10
@user carries like might beat piers morgan twat decade award,0,0,1,0,0,0,carries like might beat piers morgan twat decade award,9
@user nigger talk me.,0,0,1,0,0,0,nigger talk me,3
@user mexican faggot always ruining shit,1,0,1,0,0,0,mexican faggot always ruining shit,5
made another faggot cum wants play cup pong,0,0,1,0,0,0,made another faggot cum wants play cup pong,8
trying replace wes hate playa hate game gibbons negro....smh,0,0,1,0,0,0,trying replace wes hate playa hate game gibbons negro smh,10
@user @user @user african nation's far shithole countries!! one got female pres @url,0,0,1,0,0,0,african nation far shithole countries got female pres,8
mid 40's smelly psy blk mom trying send retard blk kid goons car nights sleepni camera yet nnreport,0,1,1,0,0,0,mid smelly psy blk mom trying send retard blk kid goons car nights sleepni camera yet nnreport,17
lot people #walkingaway today. dems exposed themselves. think even illegal aliens dead people vote red!,0,0,1,0,0,0,lot people walkingaway today dems exposed themselves think even illegal aliens dead people vote red,15
@user hilarious going time line seeing everyone bash faggot assss nnu clown bro fr fr,0,0,1,0,0,0,hilarious going time line seeing everyone bash faggot ass nnu clown bro fr fr,14
@user mentally retard @user come lies highest order like mentally challanged boss pappu,0,0,1,0,0,0,mentally retard come lies highest order like mentally challanged boss pappu,11
@user @user faggot,0,0,1,0,0,0,faggot,1
@user @user bring disease n picked always. dewipe deblube n despix,0,0,1,0,0,0,bring disease picked always dewipe deblube despix,7
@user @user shut fuck stupid bitch ass retard,1,1,0,0,0,0,shut fuck stupid bitch ass retard,6
ching chong ding dong @url,1,1,1,0,1,1,ching chong ding dong,4
@user think potato potato ching chong tomato,0,1,1,0,0,0,think potato potato ching chong tomato,6
whole hypocrite house nigger,0,0,1,0,0,0,whole hypocrite house nigger,4
@user @user sorry one takes retard cake,0,0,1,0,0,0,sorry takes retard cake,4
key point: christine blasey ford feminazi lawyers carried charade profoundly disresp @url,0,0,1,0,0,0,key point christine blasey ford feminazi lawyers carried charade profoundly disresp,11
glad johnson beat lobov hate little midget cunt,0,0,1,0,0,0,glad johnson beat lobov hate little midget cunt,8
#democrats defend illegal aliens support sanctuary cities create racial divide back fund pp tissue @url,0,0,0,0,0,1,democrats defend illegal aliens support sanctuary cities create racial divide back fund pp tissue,14
remembering retarded fifteen sixteen ,0,0,1,0,0,0,remembering retarded,2
sami wins. straight retarded shit,0,0,1,0,0,0,sami wins straight retarded shit,5
wish faggot would say anyone fam. gonna putting money books next yea @url,0,0,0,0,0,1,wish faggot would say anyone fam gon na putting money books next yea,13
@user need high pitch ching chong song**,0,0,1,0,0,0,need high pitch ching chong song,6
need friends someone epic join stupid cunt what's ur fucking problem shit cunt @user,0,1,0,0,0,0,need friends someone epic join stupid cunt what is ur fucking problem shit cunt,14
@user @user dude!!! messi plays hockey retard,0,0,1,1,0,0,dude messi plays hockey retard,5
fucking cunt,0,1,1,0,0,0,fucking cunt,2
@user coming thru ,0,0,0,0,0,1,coming thru,2
@user @user thankful live europe uk demonstration go back country,0,1,0,0,1,0,thankful live europe uk demonstration go back country,8
@user @user guy sounds like twat ,0,0,1,0,0,0,guy sounds like twat,4
@user person would retard.,0,0,1,0,0,0,person would retard,3
dum stupid retarded? milli vanilli muafu**as. zay hitz bi**h... get poppin stop tryna me. stop ,1,0,1,1,1,1,dum stupid retarded milli vanilli muafuas zay hitz bih get poppin stop tryna me stop,15
trying sell old car bruski casually messages portuguese ching chong shit fam. bol @url,0,0,1,1,0,0,trying sell old car bruski casually messages portuguese ching chong shit fam bol,13
@user bloody hell lock cunt box forever,0,0,1,0,0,0,bloody hell lock cunt box forever,6
people going feel mongoloid bernie bro #magabomber @url,0,0,1,0,0,0,people going feel mongoloid bernie bro magabomber,7
@user maybe they're really retarded self aware.,1,0,0,1,0,0,maybe they are really retarded self aware,7
besides complete mongoloid new spider-man suit tho???,0,0,1,0,0,0,besides complete mongoloid new spider man suit tho,8
fucking dumbass mongoloid calls asshole breath wanna pay tax bag nno k p l,1,1,1,1,0,1,fucking dumbass mongoloid calls asshole breath wanna pay tax bag nno,11
@user tell twat thinks f*** off. think series great gain lot game watching,0,1,1,0,0,0,tell twat thinks off think series great gain lot game watching,11
one blood negro spiritual,0,0,0,0,0,1,blood negro spiritual,3
yea kirby smart retard running 2nd 18,0,0,1,0,0,0,yea kirby smart retard running,5
@user @user @user @user @user @user oh he's sick head cunt @url,0,0,1,0,1,0,oh he is sick head cunt,6
every star calls u faggot,0,0,0,0,0,1,every star calls faggot,4
@user one time got called spic soccer game almost hands white dude,0,0,1,0,0,1,time got called spic soccer game almost hands white dude,10
humor negro? @url,0,0,1,0,0,0,humor negro,2
@user @user spic idiot,0,1,0,1,0,0,spic idiot,2
think need personal page ig much ratchet retarded shit can't post ,0,0,0,0,0,1,think need personal page ig much ratchet retarded shit can not post,12
caravan 7000 people shithole countries south america refugees waving @url,0,1,1,0,0,0,caravan people shithole countries south america refugees waving,8
really hates club twat! @url,0,1,1,0,0,0,really hates club twat,4
translation: imagine him? simply: like gay man faggot jew kyke. that's world.,0,0,1,0,0,0,translation imagine him simply like gay man faggot jew kyke that is world,13
@user @user wanting protect children sexual harassment abuse makes feminazi i'll take it.,0,1,0,0,0,1,wanting protect children sexual harassment abuse makes feminazi will take it,11
@user me: fatima retarded you??nfatima: huh understand,0,0,1,0,0,0,me fatima retarded younfatima huh understand,6
ohmygod dude far ass cunt feel sorry anyone donated faggot money @url,0,0,1,1,0,0,ohmygod dude far ass cunt feel sorry anyone donated faggot money,11
try freaking hard get know people hang stream actually care shit twat @url,1,0,0,0,0,1,try freaking hard get know people hang stream actually care shit twat,12
i'm rated r retarded,1,1,1,1,1,0,am rated retarded,3
also retarded attempt joke. @url,0,0,1,0,0,0,also retarded attempt joke,4
people listen korean shit bts ching chong dont even understand lyrics plus theyre overrated asf dont @user,0,0,0,0,0,1,people listen korean shit bts ching chong do nt even understand lyrics plus they re overrated asf do nt,19
lmfaooo ain't gun lie dis dead ima frail dyke  beat niggaz doe there's dat @url,0,0,1,0,0,0,lmfaoo is not gun lie dis dead frail dyke beat niggaz doe there is dat,15
said leave dirty spic,0,0,1,0,0,0,said leave dirty spic,4
twelve hours marathon cleaninga spic n' span home finally feet glasses  @url,0,0,0,0,1,1,hours marathon cleaninga spic span home finally feet glasses,9
@user can't even spell delusional twat,0,0,1,0,0,0,can not even spell delusional twat,6
@user @user @user asian typically mean mongoloid race many people. calling pakistani w @url,0,0,1,0,0,0,asian typically mean mongoloid race many people calling pakistani,9
#newprofilepic ching chong 100 @url,0,0,0,0,0,1,newprofilepic ching chong,3
@user @user @user reason shithole country. greed cowardice stupidity @url,0,0,1,0,0,0,reason shithole country greed cowardice stupidity,6
@user total twat.,0,0,1,0,0,0,total twat,2
get comfortable around gonna think ass retarded,0,1,1,1,1,1,get comfortable around gon na think ass retarded,8
dirty jew,1,1,0,0,0,0,dirty jew,2
negro batshit crazy....for actually spending money redesign maga hat cuz needed better aestheti @url,1,1,1,1,1,0,negro batshit crazy for actually spending money redesign maga hat cuz needed better aestheti,14
@user @user @user @user rudd narcissistic twatngillard best pm we've h @url,0,0,1,0,0,0,rudd narcissistic twatngillard best pm we have,7
@user already know! dumb ass fighting negro,0,1,0,1,0,0,already know dumb ass fighting negro,6
@user @user civilized countries people armed safe. usa third world shithole. looking @url,1,1,1,0,1,1,civilized countries people armed safe usa world shithole looking,9
inbreed mongoloid americanized unamerican brazil military police government good shots got @url,0,0,0,0,0,1,inbreed mongoloid americanized unamerican brazil military police government good shots got,11
can't believe number retarded jokes heard past couple days though.......... yall. 2018,0,0,0,0,0,1,can not believe number retarded jokes heard past couple days though all,12
@user feminazi's,0,0,1,0,0,0,feminazi,1
kiera knightley bend like beckham made want soccer dyke @url,0,0,1,0,0,0,kiera knightley bend like beckham made want soccer dyke,9
ok roasted ching chong girl,1,0,1,1,1,1,ok roasted ching chong girl,5
@user @user ya real deal bitch everything retard do. smh,0,0,1,0,0,0,ya real deal bitch everything retard do smh,8
@user says you!!! faggot!!! least i'm dick bag 24/7!!!,1,0,1,0,0,0,says you faggot least am dick bag,7
@user trump never called middle east shithole countries. another lie. went saudi arabia love @url,0,0,1,0,0,0,trump never called middle east shithole countries another lie went saudi arabia love,13
cunt punting pussies tongues 2019fuck free world!!! wanna build snowman!?!? @url,0,0,1,0,0,1,cunt punting pussies tongues fuck free world wanna build snowman,10
@user shut ching chong.,0,0,1,0,0,0,shut ching chong,3
@user @user @user mad ching chong. know chinese dirty cheaters need defend team.,1,1,0,0,0,0,mad ching chong know chinese dirty cheaters need defend team,10
mongo mongol monday trying prove point,0,0,1,0,0,0,mongo mongol monday trying prove point,6
yeah ive said word nigga &amp; spic pissed ive also called gringo &amp; cracka plenty times sometimes @url,0,0,1,0,0,1,yeah ve said word nigga amp spic pissed ve also called gringo amp cracka plenty times sometimes,17
jay inslee reptile faggot @url,0,1,1,1,1,1,jay inslee reptile faggot,4
get cancer retard @url,0,0,1,0,0,0,get cancer retard,3
asian dyke masseuse client #eat pussy chester @url,0,0,1,0,0,0,asian dyke masseuse client eat pussy chester,7
coming broadway season robust mongoloid: musical.,0,0,0,0,0,1,coming broadway season robust mongoloid musical,6
@user close norway one shithole countries?,0,0,1,0,0,0,close norway shithole countries,4
@user @user #cadet_bone_spursnhere stand spic span.nwhere vietnam? @url,0,0,0,0,0,1,cadetbonespursnhere stand spic spannwhere vietnam,5
france bloody great migrant problem! rapidly becoming shithole europe. would count @url,0,1,1,0,0,0,france bloody great migrant problem rapidly becoming shithole europe would count,11
@user forget faggot tell mom hello know like guys i'll ke @url,0,0,1,0,0,0,forget faggot tell mom hello know like guys will ke,10
@user @user glad help! nntrisomy 21 cause mongoloid idiocy,0,0,1,0,0,0,glad help nntrisomy cause mongoloid idiocy,6
@user guy goes saloon. fully loaded ac spic &amp; span. lots staff customer. guy hr guy asks @url,0,0,1,0,0,0,guy goes saloon fully loaded ac spic amp span lots staff customer guy hr guy asks,16
think t-pain comedy negro really funny af bruh @user,0,1,1,1,1,1,think pain comedy negro really funny af bruh,8
stopped viciously going deluded twitter twat talked smack @user @url,0,0,1,0,0,0,stopped viciously going deluded twitter twat talked smack,8
@user @user agreed. stop funding middle east. mean every last @url,0,0,1,0,0,0,agreed stop funding middle east mean every last,8
@user wealthy cunt addressing population reduced penury master plan kicks in...,0,0,0,0,0,1,wealthy cunt addressing population reduced penury master plan kicks in,10
@user work @user college w/ esl students many refugees shithole countries. i'm proud @url,0,0,0,0,1,0,work college esl students many refugees shithole countries am proud,10
chick dont speak english ching chong chi chowin,0,0,1,0,0,0,chick do nt speak english ching chong chi chowin,9
past 3 months i've seen go carefree person itw depressed cunt itw lmaooooo @url,0,0,1,0,0,0,past months have seen go carefree person itw depressed cunt itw lmaoo,12
let record show cunt @user fell asleep 10pm weekends...smh,1,1,1,1,0,1,let record show cunt fell asleep pm weekends smh,9
name ching chong li,0,0,1,1,0,0,name ching chong li,4
retard.. @url,1,0,1,0,0,0,retard,1
@user saturday daft twat well sunday,0,0,1,0,0,0,saturday daft twat well sunday,5
truly presidential response. something orange twat @user knows nothing about. @url,0,0,1,0,0,0,truly presidential response something orange twat knows nothing about,9
know wanted say nigger hulk. @url,0,0,1,0,0,0,know wanted say nigger hulk,5
@user twat make sure add beans degenerate,1,1,0,0,0,0,twat make sure add beans degenerate,6
cunt sister like - knock ass little girl.,0,0,1,0,0,0,cunt sister like knock ass little girl,7
dangerous cunt. @url,0,0,0,1,1,0,dangerous cunt,2
@user ok 13 yr old cunt,0,0,1,0,0,0,ok yr old cunt,4
san francisco cities allow illegal aliens vote admonished house @url via @user,0,0,1,0,0,0,san francisco cities allow illegal aliens vote admonished house via,10
women like nn*retard noises*,0,0,1,0,1,0,women like nnretard noises,4
gonna put hand ass? faggot.,0,1,0,0,0,0,gon na put hand ass faggot,6
@user song retard,0,0,1,0,0,0,song retard,2
@user @user exactly jez soft twat animal fetish i'm sure ,0,0,1,0,0,0,exactly jez soft twat animal fetish am sure,8
@user @user guess call dirty jew that's step right direction,0,0,1,0,0,0,guess call dirty jew that is step right direction,9
he's well zealot left found criminal leftist yes domestic @url,0,1,0,0,1,0,he is well zealot left found criminal leftist yes domestic,10
@user @user thats 80's ode 'shithole' countries yes?,0,0,1,0,0,0,that ode shithole countries yes,5
got called faggot watching naruto. fully questioning existence,0,0,1,0,0,0,got called faggot watching naruto fully questioning existence,8
@user sjsksk love twat,0,0,1,1,0,0,sjsksk love twat,3
@user even dog fucking retard,1,0,0,0,0,1,even dog fucking retard,4
@user @user @user @user @user okay start. jmk retarded asf believe @url,0,0,0,1,1,0,okay start jmk retarded asf believe,6
@user evil cunt.npeople like society.,0,0,1,0,0,0,evil cuntnpeople like society,4
4 palang need sleep .nnbrain u fucking retard.nnwhy u like dis?,0,0,1,0,0,0,palang need sleep nnbrain fucking retardnnwhy like dis,8
@user retarded boy ok,0,0,1,0,0,0,retarded boy ok,3
got called faggot call duty life comes fast,0,0,0,0,0,1,got called faggot call duty life comes fast,8
also. i'm judgemental cunt watching overgrown indie boys naughties getting emotionally @url,0,0,1,0,0,0,also am judgemental cunt watching overgrown indie boys naughties getting emotionally,11
maybe. would behoove everyone measure undocumented immigrants mean contribute usa eco @url,0,0,1,0,0,0,maybe would behoove everyone measure undocumented immigrants mean contribute usa eco,11
he's even pretending talk specific shithole countries anymore. he's talking radical islam @url,0,0,1,0,0,0,he is even pretending talk specific shithole countries anymore he is talking radical islam,14
also followed running extra homo like get faggot,0,0,1,0,0,0,also followed running extra homo like get faggot,8
 gfs sister high offered tight pussy amazing tight fresh cunt @url,0,0,1,1,0,0,gfs sister high offered tight pussy amazing tight fresh cunt,10
@user cousin called. news. y'all mongoloid baby boy.,0,1,1,0,0,0,cousin called news you all mongoloid baby boy,8
@user @user democrats ones this. infact almost retard level ignoring @url,0,0,1,0,0,0,democrats ones this infact almost retard level ignoring,8
#feminists called #feminazi @url,0,0,1,0,0,0,feminists called feminazi,3
@user @user @user trump derides protections immigrants shithole' countries @url,0,0,1,0,0,0,trump derides protections immigrants shithole countries,6
united kingdom become absolute shithole.. nrapes! stabbings! acid attacks! ngrooming gangs! murders! nnf @url,0,0,1,0,0,0,united kingdom become absolute shithole nrapes stabbings acid attacks ngrooming gangs murders nnf,13
@user yes plz let mongoloid's get married sick tired buggering kids/young childre @url,0,0,1,0,0,0,yes plz let mongoloid get married sick tired buggering kids young childre,12
definitely negro spiritual.,0,0,1,0,0,0,definitely negro spiritual,3
guy's fucking retard lmfao @url,0,1,0,0,0,0,guy fucking retard lmfao,4
@user suspicion upstairs old chinaman neighbor feigning mental illness since 3 years ago slamming g @url,0,1,1,0,0,0,suspicion upstairs old chinaman neighbor feigning mental illness since years ago slamming,12
@user @user vlogs funniest omg dyke friend.. wss soo funny miss rjfjfhyf,0,0,1,0,0,0,vlogs funniest omg dyke friend wss soo funny miss rjfjfhyf,10
sabrina claudio would call nigger face stop listening music,0,0,1,0,0,0,sabrina claudio would call nigger face stop listening music,9
nomination retarded comment app 2018 goes to... @url,0,0,1,0,0,0,nomination retarded comment app goes to,6
@user shame born shithole country. barrister law studied hard protect r @url,0,0,1,0,0,0,shame born shithole country barrister law studied hard protect,9
kpop stans purple dyed hair cosplay came today pulled eyes yelled ching chong go back country,0,1,1,0,1,1,kpop stans purple dyed hair cosplay came today pulled eyes yelled ching chong go back country,16
imagine much mongoloid @url,0,0,1,0,0,0,imagine much mongoloid,3
@user dirty jew house sell it--,1,1,0,0,0,0,dirty jew house sell it,5
certainly starve go back country belong. @url,0,0,1,0,0,0,certainly starve go back country belong,6
well firstly there's thing satan. secondly thunderous cunt....thirdly hair looks awful. @url,0,0,1,0,0,0,well firstly there is thing satan secondly thunderous cunt thirdly hair looks awful,13
get shit twisted stupid nigga best believe dumb retarded .,0,0,1,0,0,0,get shit twisted stupid nigga best believe dumb retarded,9
morning all.nright going let slide decided better it. ignore/block retard comments @url,0,0,1,0,0,0,morning allnright going let slide decided better it ignore block retard comments,12
@user right are. spic al love nigel xxx,0,0,1,0,0,1,right are spic al love nigel xx,7
@user idk lil faggot i'm guessing,0,0,1,0,0,0,idk lil faggot am guessing,5
@user hey riotgames got permabanned yesterday saying ching chong im chinese game @url,0,0,1,0,0,0,hey riotgames got permabanned yesterday saying ching chong chinese game,10
@user hell i'd take we'd agree illegal aliens deported kavanaugh @url,1,1,1,1,0,1,hell would take we would agree illegal aliens deported kavanaugh,10
alicen emily &amp; real life retarded  swear funny,1,1,1,1,1,0,alicen emily amp real life retarded swear funny,8
